動画ID,いい,うい,うまい,ええ,おおい,かっこいい,かっこよい,かわいい,かわゆい,くい,こい,こわい,すい,すごい,っぽい,ない,ほしい,ぽい,やばい,よい,イイ,凄い,可愛い,多い,怖い,早い,欲しい,良い,重い,高い
sm15686024,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
sm15686051,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
sm15696369,6,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm15714327,2,0,0,0,1,7,1,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,2,0,0
sm15719556,39,0,0,3,1,6,0,56,7,0,0,3,3,1,3,7,0,2,3,2,1,1,15,0,3,0,0,3,3,2
sm15719565,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
sm15741427,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sm15751190,70,3,0,1,16,3,0,2,0,1,2,0,2,3,0,38,2,2,4,4,0,1,5,1,2,1,0,18,0,3
sm15789837,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0
sm15800552,15,0,2,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
sm15815944,2,0,0,1,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm15825105,2,0,1,0,0,0,0,0,0,0,1,13,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sm15841119,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sm15844332,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sm15853580,4,0,0,1,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sm15875228,13,0,0,0,1,2,0,1,0,0,0,0,0,8,2,1,0,0,7,1,0,2,0,0,1,0,0,2,0,0
sm15922203,10,1,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
sm15933955,5,1,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,2,1,0,3,0,0,0,1,0,0,0
sm15942116,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
sm15970184,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm15955450,5,0,1,0,0,7,0,3,0,1,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
sm15987636,3,0,1,0,5,11,0,0,0,0,2,0,0,3,1,1,0,0,1,1,0,0,0,0,2,0,0,1,0,1
sm16007598,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sm15980251,8,0,0,1,0,0,0,6,1,1,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
sm16011363,62,3,3,23,2,82,2,1,0,0,2,1,1,4,1,6,1,1,12,3,1,1,0,0,1,1,2,5,0,1
sm16049992,29,1,1,27,11,0,0,35,5,0,0,0,0,3,1,2,1,0,5,1,0,2,1,0,0,0,1,3,0,0
sm16065869,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sm16069888,1,0,0,0,0,0,0,3,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sm16070272,1,0,0,2,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm16076097,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0
sm16079453,5,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
sm16085344,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sm16137694,2,0,0,1,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm16187258,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,1,5,0,0,0,0,0,1,0,1
sm16201802,9,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
sm16229812,7,0,0,2,0,0,0,3,1,0,0,0,0,1,2,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0
sm16231559,23,0,0,1,4,25,1,0,0,0,0,0,1,0,2,2,0,0,2,0,0,1,0,0,0,0,0,2,0,0
sm16253955,3,0,0,1,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
sm16238717,18,1,0,4,2,4,0,1,1,0,1,5,0,13,1,6,0,0,10,0,2,0,1,2,12,0,0,3,4,0
sm16258483,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sm1632617,3,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
sm16352396,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sm16353783,110,2,2,18,11,7,1,69,5,1,0,0,0,55,9,15,1,1,16,5,8,5,12,0,0,0,3,14,0,2
sm16386722,9,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sm16387915,17,0,0,1,0,1,0,0,0,0,0,0,0,2,2,2,0,0,6,1,0,1,0,0,1,0,0,3,0,0
sm16405963,23,2,2,2,2,0,3,43,1,11,3,1,3,7,1,8,0,0,13,1,2,4,14,1,0,5,0,2,0,1
sm16409992,2,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sm16475295,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sm16448432,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
sm16493013,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sm16527005,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
sm16496406,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm16559290,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
sm16366329,36,9,1,11,4,6,0,61,8,5,1,0,3,7,0,13,2,1,10,9,1,2,31,1,1,1,0,1,1,1
sm16588541,5,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm16583264,14,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
sm16659931,47,2,2,3,1,18,0,2,0,1,2,0,1,9,1,3,1,0,2,0,1,0,0,0,0,0,0,8,0,0
sm16670262,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,2,1,1,0,0,1,0,0,0,0,2,3,0,0
sm16693218,50,5,1,7,5,33,2,36,0,0,20,1,2,15,4,11,2,2,10,1,0,2,7,1,3,2,5,2,0,1
sm16681219,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sm16707821,12,0,0,1,0,0,0,21,2,0,0,0,0,1,1,0,0,2,3,0,0,0,3,0,0,0,0,1,0,0
sm16719809,37,9,0,7,27,0,0,163,18,3,1,0,2,5,3,10,2,2,7,5,2,0,99,2,0,0,1,3,0,1
sm16729081,6,1,0,2,0,0,0,29,2,0,0,0,0,0,0,2,0,3,0,0,1,0,3,0,0,1,0,1,0,0
sm16734827,4,4,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sm16735237,4,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
sm16765671,17,1,0,3,1,34,3,0,0,0,0,0,0,1,0,1,6,1,8,2,2,1,0,0,0,0,0,3,0,0
sm16768902,5,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0
sm16769854,6,0,0,2,0,4,0,1,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sm16770185,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm16772333,2,0,0,1,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm16772487,17,1,0,3,10,6,0,17,1,0,2,0,0,4,0,1,1,0,1,0,0,1,3,0,0,0,0,2,0,0
sm16799739,6,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sm16800139,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm16825773,4,0,0,1,0,9,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
sm16827089,1,0,0,1,6,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sm16833058,12,0,0,3,1,0,0,56,4,1,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,1,0,0
sm16844849,45,4,0,2,1,0,0,12,0,0,1,0,1,3,1,1,5,3,6,0,0,1,1,1,0,0,2,4,2,0
sm16846374,21,7,0,3,5,0,0,51,8,0,0,0,2,0,0,4,2,0,3,9,6,0,45,3,1,0,0,7,0,1
sm16859428,92,3,2,5,4,4,0,57,2,0,1,0,1,15,8,16,4,1,3,4,2,1,17,2,1,1,1,11,2,0
sm16913043,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm16969007,31,0,2,5,0,5,0,8,0,0,0,0,1,6,0,2,2,0,4,1,0,1,3,0,0,1,0,6,0,0
sm16973327,41,2,1,7,7,25,4,6,1,12,2,0,2,15,3,13,1,0,5,3,1,5,9,3,0,1,0,5,1,1
sm16980824,15,1,0,6,1,32,0,1,0,0,2,0,1,2,1,0,0,0,2,1,0,0,0,0,0,0,0,2,7,1
sm17020500,2,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
sm17015301,3,1,1,2,0,0,0,9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,1,0,0,0,2,2,0
sm17067188,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sm17092280,2,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm17134469,7,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
sm17112691,29,6,1,3,0,24,0,14,0,1,2,0,0,8,0,2,2,1,6,3,3,0,2,0,0,0,0,7,1,0
sm17142789,48,1,1,0,7,0,0,0,0,1,3,0,2,11,8,7,0,0,2,12,3,3,2,2,0,8,2,13,1,2
sm17147346,10,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
sm1718025,2,3,0,2,0,0,0,3,0,0,1,0,0,0,0,5,0,0,1,2,0,0,1,1,0,2,1,1,0,0
sm17191781,43,7,4,1,8,19,0,2,1,1,3,0,0,4,3,7,2,46,5,7,2,3,4,3,0,1,0,5,1,0
sm17201316,29,0,0,1,1,2,0,2,0,0,0,0,1,4,1,2,0,0,0,2,2,0,0,0,1,0,0,5,0,1
sm17202463,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sm17211747,5,1,0,8,1,0,0,30,1,0,0,0,0,1,0,3,0,0,0,10,0,0,38,0,0,0,0,2,0,0
sm17213108,4,0,0,0,0,0,0,3,0,0,0,0,0,3,6,5,0,1,1,1,0,1,0,0,0,0,0,3,0,1
sm17213446,3,0,0,0,0,0,0,10,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
sm17228726,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
sm17235354,3,0,0,0,0,4,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,0,0,2,0,0
sm17323674,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm17336304,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm17457529,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0
sm1884912,1,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sm1986944,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm2013783,3,0,2,1,0,0,0,10,1,0,0,0,0,2,0,1,1,0,0,0,0,0,5,1,0,0,0,1,0,0
sm2039810,2,0,0,1,0,3,1,1,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0
sm2096153,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,1,1,0,0
sm2205860,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,2,0,0,0,0,1,0,1
sm2280411,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm2408207,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,1,1,0,0,0,0,1,0,0
sm2489873,6,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,2,2,0,0,0,0,0,0,0,1,0,0
sm2519176,13,0,0,0,0,4,0,8,2,0,1,0,0,2,4,0,2,2,0,0,1,0,1,2,0,0,1,3,0,0
sm2533949,3,1,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
sm2553659,11,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
sm2577615,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sm2653480,1,1,0,7,0,15,0,2,0,0,0,0,0,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
sm2584252,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0
sm2678744,35,3,4,11,1,0,1,75,6,1,1,0,0,7,4,28,2,2,9,3,1,4,14,1,0,3,0,2,0,6
sm2758851,34,0,4,2,0,0,0,45,2,0,0,0,0,4,3,5,2,0,3,4,1,0,5,1,0,0,1,4,0,0
sm2827322,4,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0
sm3032672,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0
sm3045725,10,1,0,0,0,1,0,0,0,0,0,0,1,2,3,3,2,1,2,4,0,0,0,2,0,0,0,1,0,0
sm3060283,3,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0
sm3197958,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
sm3279352,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0
sm3372198,2,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sm3425798,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sm3534601,23,0,1,0,0,0,0,4,1,0,0,0,1,2,0,2,0,0,0,0,0,0,2,0,0,0,1,4,0,0
sm3636268,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
sm3671490,7,0,0,1,1,0,0,33,1,0,0,0,0,3,0,0,0,0,0,1,1,2,11,0,0,0,1,3,1,0
sm3671912,1,0,0,1,0,0,0,2,0,0,0,0,0,4,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sm3698889,2,0,0,3,0,1,0,1,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0
sm3950088,8,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
sm3971759,4,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sm4028567,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
sm3995757,35,0,0,21,2,31,3,1,0,0,3,26,1,13,8,2,2,1,4,3,0,3,0,2,12,0,1,4,1,2
sm4180612,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0
sm4189459,11,1,0,1,0,0,0,24,4,1,0,0,1,2,0,2,0,2,0,1,0,2,4,1,0,0,0,2,0,0
sm4218005,23,0,2,1,0,0,0,24,1,0,0,0,0,8,1,2,1,0,2,3,2,2,17,1,0,0,1,7,6,0
sm4271005,1,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1
sm4247321,18,0,0,1,3,0,0,1,0,0,0,0,0,2,3,0,1,0,1,3,0,0,0,1,0,0,2,4,7,0
sm4291081,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm4387562,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm4451787,12,0,0,0,0,6,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1
sm4459566,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
sm4554935,17,1,2,36,3,0,0,77,13,0,0,0,2,2,0,1,4,0,20,2,4,0,59,1,0,0,2,0,0,0
sm4611149,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
sm4611428,2,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
sm4669648,2,0,0,2,1,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm4740727,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sm4775983,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm4917069,35,0,1,0,0,1,0,0,0,0,0,0,1,8,0,1,0,0,2,2,0,3,0,2,0,0,0,9,0,0
sm4966548,2,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
sm5114973,0,0,0,0,0,0,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
sm5085658,20,0,1,0,0,0,0,10,0,0,0,0,1,3,0,6,0,0,1,1,0,0,2,1,0,0,1,7,3,1
sm5137683,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
sm5168173,7,1,1,0,0,0,0,16,2,0,0,0,0,1,0,1,0,0,0,0,1,0,6,0,0,0,0,1,0,0
sm5281569,7,0,0,0,0,2,1,0,0,0,0,0,0,4,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0
sm5296638,3,0,0,3,1,3,1,0,0,0,0,0,0,0,2,0,0,1,0,1,1,1,0,0,0,3,0,1,0,0
sm5332327,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
sm5332638,14,1,1,0,0,4,0,0,0,0,0,0,0,3,1,2,0,0,0,1,1,0,0,2,0,1,0,1,6,2
sm5486732,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm5513850,5,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
sm5563391,13,0,0,2,0,7,0,0,0,0,0,0,0,3,2,2,0,2,2,1,1,2,0,0,0,0,0,8,0,0
sm5601322,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm5608513,1,0,0,1,0,1,0,3,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
sm5717613,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
sm5657281,1,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
sm5870324,11,0,1,2,15,3,1,0,0,0,0,0,0,3,0,5,4,2,0,0,0,2,1,0,0,0,1,1,0,0
sm5948584,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sm6030356,7,0,0,2,0,3,0,1,0,2,0,0,0,4,1,0,2,0,1,3,0,1,0,0,0,0,0,0,1,0
sm6059337,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sm6119553,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm6137627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm6183732,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
sm6165498,17,2,8,13,4,1,0,3,0,0,1,0,0,4,2,4,1,0,4,3,3,0,2,3,2,0,0,4,0,0
sm6235882,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm6440455,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sm6448701,1,0,0,1,0,0,0,14,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
sm6601567,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,3,0,0
sm6627628,12,0,0,0,1,3,0,7,0,0,0,0,0,1,0,2,0,0,1,4,0,0,2,0,0,0,0,3,0,0
sm6677536,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
sm6723010,24,0,3,3,12,4,0,9,1,1,0,0,0,11,1,5,0,0,9,6,3,5,5,2,0,0,1,5,0,1
sm6727398,4,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
sm6753213,18,0,1,19,0,16,1,3,0,0,3,0,0,1,5,1,1,1,1,2,2,0,0,0,0,0,3,2,0,0
sm6865106,25,0,0,0,1,1,0,9,1,0,0,0,0,1,0,4,0,1,2,1,2,2,0,0,0,1,3,5,1,0
sm6980351,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
sm6991834,6,0,0,1,0,0,0,30,5,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,0,0,0,0
sm7030348,11,0,0,1,1,0,0,23,0,0,0,0,0,1,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
sm7000665,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,3,1,0,2,0,0,1,0,1,0,0
sm7078981,15,0,0,4,0,0,0,28,3,0,0,0,1,1,2,6,3,0,0,1,1,1,8,0,0,0,3,2,0,0
sm7093221,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
sm7224643,5,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,2,0,0,0,0,3,0,2
sm7215797,14,0,1,0,0,0,0,0,0,0,1,4,0,5,0,2,11,0,4,1,0,2,0,0,5,0,0,2,0,0
sm7354057,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm7232278,6,0,1,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0
sm7382586,1,0,0,2,0,0,0,3,0,0,0,0,0,1,0,2,0,1,0,0,0,0,2,1,0,0,0,0,0,0
sm7400854,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
sm7400945,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
sm7402532,9,0,0,0,0,5,1,1,0,0,0,0,0,4,2,0,0,3,2,0,0,1,1,0,0,0,0,0,0,0
sm7476730,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
sm7504739,3,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
sm7527985,12,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,1,0,0,3,0,0,3,1,0,0,3,3,0,0
sm7597329,17,0,3,5,0,0,0,37,0,0,0,3,0,4,2,15,0,0,2,1,1,1,5,0,3,1,0,3,0,1
sm7550182,21,0,0,7,1,4,0,21,0,5,1,9,1,8,0,12,1,1,0,1,0,2,10,0,31,0,0,4,0,0
sm7598217,13,0,1,2,1,0,0,28,5,0,0,0,0,3,0,1,0,0,0,1,0,0,10,0,0,0,0,3,0,0
sm7612037,6,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0
sm7681611,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
sm7686320,12,0,0,0,0,6,0,1,0,0,2,1,0,2,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,4
